Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Chorizo Penne Pasta in Tomato Sauce Recipe,40 mins,10 mins,30 mins,2.0,Easy,"100 gm penne pasta, 6 tomatoes or 1 cup tomato puree, 1 tsp chopped garlic, Salt and black pepper to taste, 1 Tbsp olive oil, 1 cup chorizo, chopped, A few sprigs fresh basil, Parmesan shavings",https://www.ndtv.com/cooks/images/chorizo-pasta.jpg
Meatballs Recipe,1 hr,20 mins,40 mins,4.0,Medium,"2 cups minced lamb cup, 1 tsp garlic powder, 1 tsp onion powder, 1/2 cup chopped carrot (optional), 1/2 tsp salt, 1/2 tsp black peppercorn powder, 1 Tbsp olive oil for grilling, 1 egg, 4 Tbsp tomato sauce, 1/2 tsp basil leaf, 1 tsp Parmesan cheese",https://www.ndtv.com/cooks/images/meat-balls-new.jpg
Pistachio Panna Cotta Recipe,40 mins,10 mins,30 mins,9.0,Easy,"500 ml cream, 80 gm sugar, 1 tbsp gelatin, 100 ml milk, 250 gm pistachio",https://www.ndtv.com/cooks/images/Pistachio%20_Panna_Cotta_330.jpg
Grilled Eggplant Panini Recipe,40 mins,10 mins,30 mins,4.0,Easy,"2 Tbsp reduced-fat mayonnaise, 2 Tbsp chopped fresh basil, 2 Tbsp extra-virgin olive oil, 8 1/2-inch eggplant slices (about 1 small), 1/2 Tsp garlic salt, 8 slices of bread, 8 thin slices of fresh mozzarella cheese, 1/3 cup sliced jarred roasted bell peppers, 4 thin sliced onions",https://www.ndtv.com/cooks/images/Grilled-Eggplant-Panini_med.jpg
Risotto-e-Tonno Recipe,40 mins,15 mins,25 mins,4.0,Medium,"300 gms arborio rice, 1 litre vegetable stock, 50 gms unsalted butter, 50 gms onions, finely chopped, 10 gms garlic, chopped, 50 ml white wine, to taste salt, to taste black pepper, 75 gms parmesan cheese, 100 gms fresh tuna slab",https://c.ndtvimg.com/2018-10/8bli3hag_risotto_625x300_30_October_18.jpg
Deviled Eggs Recipe,25 mins,05 mins,20 mins,4.0,Easy,"4 eggs, full boiled and cooled, Salt, to taste, 1/2 tsp powdered black pepper, 1/2 tsp mustard powder, 1 Tbsp milk or mayonnaise, 1 Tbsp celery or hara dhania (coriander leaves), finely chopped, Salad leaves to line the serving dish",https://i.ndtvimg.com/i/2016-02/devilled-eggs_625x350_61456290511.jpg
Fusilli Tomatina Recipe,50 mins,10 mins,40 mins,4.0,Easy,"200 Gram Fusilli pasta, Water, for boiling, to taste Salt, 4 tbsp Oil, 3 medium Tomato, chopped, 1  Green chilli, , chopped, 6  Cloves of garlic, finely chopped, 1  Spring onion, chopped, 2  Onions, chopped, 2 pinches  Dried herbs, 2 tbsp Tomato sauce chilli sauce, optional, A few sprigs of parsley for garnish",https://www.ndtv.com/cooks/images/pasta.salad_625x350_71459427282%281%29.jpg
Mushroom Cappuccino Recipe,35 mins,05 mins,30 mins,4.0,Medium,"1 Tbsp chopped onions, 1 tsp chopped garlic, 1 tsp grated ginger, 400 gm sliced button mushrooms, 4 cups chicken/ vegetable stock, Pinch of cinnamon powder, cayenne and nutmeg powder, 1 tsp truffle oil, 1/2 cup frothed and foamed milk to give the cappuccino effect, Salt and pepper to taste",https://www.ndtv.com/cooks/images/mushroom%20cappucino.jpg
Pizza Panne Recipe,50 mins,05 mins,45 mins,,,"450 gm refined flour + for dusting, 5 gm yeast, 1 1/2 Tbsp sugar, 1/2 tsp salt + to taste, 5 1/2 Tbsp olive oil, 1 fresh rosemary sprig, 1 large pinch chopped garlic",https://www.ndtv.com/cooks/images/Pizza%20Panne.jpg
Fritto Misto Recipe,15 mins,05 mins,10 mins,4.0,Medium,"1 medium red bell pepper, cut into medium pieces, 1 medium yellow bell pepper, cut into medium pieces, 8-10 mushrooms, stems removed, 1 small green zucchini, cut into medium pieces, 1 small yellow zucchini, cut into medium pieces, 1 small cauliflower, separated into florets, 1 small broccoli, separated into florets, 2 medium onions, cut into medium pieces, 2-3 Tbsp refined flour, 2 1/2 cups rice flour, Crushed black peppercorns to taste, Salt to taste, 2 Tbsp lemon juice, 1 1/2 tbsp olive oil, Oil for deep-frying",https://www.ndtv.com/cooks/images/Fritto%20Misto.jpg
Tomato Caper Bruschetta Recipe,30 mins,05 mins,25 mins,3.0,Medium,"2 medium tomatoes, finely chopped, 8-10 capers, 1 baguette, cut into slices and toasted, Salt to taste, Crushed black peppercorns to taste, 2 Tbsp chopped fresh parsley, 1 Tbsp balsamic vinegar",https://www.ndtv.com/cooks/images/Tomato%20Caper%20Bruschetta.jpg
Mango and Coconut Pannacotta Recipe,35 mins,05 mins,30 mins,4.0,Medium,"1 Cup ripe mango pulp, 1 cup coconut milk, 1 cup fresh cream, 1 1/2 tbsp vegetarian gelatin, 1/3 cup + 2 Tbsp castor sugar, Few drops of vanilla essence, 1  ripe mango, peeled, for garnishing Fresh mint leaves",https://c.ndtvimg.com/2020-01/punt1gd_620_625x300_23_January_20.jpg
Lamb Saute With Pasta Recipe,1 hr 30 mins,30 mins,1 hr,2.0,Easy,"400 gm lean, sliced lamb, 1 Tbsp Worcestershire sauce, 1 Tbsp ground papaya, 2 tsp oil, 1 tsp garlic paste, 2 diced onions, 250 gm sliced mushrooms, 2 tsp corn flour, 150 ml skimmed milk, 1 Tbsp tomato paste, 150 ml stock, Sliced peppers, handful, 2 tomatoes, chopped, To Serve:, 1 packed pasta, Chopped parsley",https://www.ndtv.com/cooksnew/images/recipebig/Lambsautepast.jpg
Minestrone Soup with Bacon Recipe,40 mins,10 mins,30 mins,2.0,Easy,"3 rashers bacon - cut into 3/4"" cubes, 4 Tbsp oil, 2 onions, 2 carrots, 1 small potato, 3 Tbsp celery sticks, 2 leeks, 250 gm tomatoes, 100 gm green beans, 2 Tbsp tomato puree, 1 Tbsp dried basil/oregano/marjoram, 2 Tbsp chopped parsley, 1 litre chicken stock, Salt & pepper, 25 gm small pasta, 1 bay leaf garnish parmesan / dry grated cheese, French bread",https://www.ndtv.com/cooks/images/minestrone%20soup-620.jpg
Sabayon with Strawberry Sauce Recipe,1 hr 10 mins,10 mins,1 hr,3.0,Medium,"For the sponge:, 4 eggs - separated, 125 gm castor sugar, 125 gm flour, 1 tsp cocoa powder, For the fruit:, 1/2 kg assorted seasonal fruit, 1/2 kg pureed strawberries, 2-3 Tbsp icing sugar, For the sabayon sauce:, 3 egg yolks, 75 gm castor sugar, 100 ml orange juice",https://www.ndtv.com/cooksnew/images/recipebig/Freshfruitsabayon.jpg
Hot Rock Garlic Prawns Recipe,30 mins,30 mins,,,,"8 white prawns- deveined, 7 pods garlic- chopped, 2 Tbsp melted butter, 2.5 Tbsp white wine, 1 big lemon juice, Extra virgin olive oil, Salt and black pepper, Stems coriander- chopped",https://c.ndtvimg.com/2020-07/09ig7vjo_prawns_625x300_10_July_20.jpg
Home Style Baked Pasta Recipe,1 hr,15 mins,45 mins,2.0,Easy,"200 Gram Any short pasta, 2 tbsp Olive oil, 1 medium Onion, chopped, 1 tbsp Garlic (minced), 1 cup Mixed bell peppers, 1 cup Mushrooms, sliced, 1 cup Spinach (chopped), blanched, 1 medium Eggplant, 1/2 cup Mixed olives, 1-2  Green chillies, chopped, 1 cup Tomato puree, 2 cups Mixed cheese, grated, 1 cup Cream, 1/2 cup Breadcrumbs, 150 gram Butter (cut into cubes)",https://c.ndtvimg.com/2021-03/13p6pnn_pasta_625x300_10_March_21.jpg
Panna Cotta Recipe,40 mins,10 mins,30 mins,2.0,Easy,"For the panna cotta -, 1/2 cup water, 1 tsp gelatin, 2 1/2 cup cream, 1  Fresh vanilla pod, 1/2 cup sugar, For the topping:, 1/2 cup strawberries, 1/2 cup cranberries, 1/2 cup raspberries, 2 tsp balsamic vinegar, 1 tsp sugar",https://www.ndtv.com/cooks/images/panna-cotta-620.jpg
Vegetable Lasagne Recipe,1 hr 15 mins,15 mins,1 hr,2.0,Easy,"Oven Temp: 350F-180 C, 500 gm vegetables-cooked, 2 cups tomato puree, 1 Tbsp garlic paste, Salt and sugar to taste, 1 Tbsp chilli powder or to taste, 1 Tbsp oregano and basil, 2 Tbsp olive oil, 1 cup butter, 1 cup refined flour, 3 cups milk, Lasagne sheets, 1 cup mozarella + Cheddar Cheese-grated, 8",https://i.ndtvimg.com/i/2017-01/lasagna_650x400_71485331734.jpg
Caponata Recipe,40 mins,10 mins,30 mins,4.0,Easy,"100 gms brinjals (cubed), 50 gms celery, 4  Onions, sliced, 100 gms tomato puree, 1 cup olives, sliced, 1/2 cup capers, 50 gms sugar, 100 ml vinegar, 50 ml red wine, 100 ml olive oil, 50 gms carrots, 2 tbsp cocoa powder, to taste salt and pepper, Water",https://i.ndtvimg.com/i/2015-07/caponata-2-625_625x350_41438239451.jpg
Saucy Ramen Noodles Recipe,20 mins,10 mins,10 mins,2.0,Easy,"1.5 tbsp  Water, 1.5 tbsp  Cornstarch, 2 portion  Ramen noodles, For the sauce:, 1/2 cup  Water, 3 tbsp  Soy sauce, 1 tbsp  Maple syrup, 1 tbsp  Rice vinegar, 1/2 tbsp  Sesame oil, 1/2 tbsp  Chilli sauce, to taste Red chilli flakes, 1  Garlic clove, minced, For garnishing:, Sesame seeds, Scallions, chopped",https://c.ndtvimg.com/2022-11/1v6ka98_ramen_625x300_13_November_22.png
Rock Corn Tempura with Tentsuyu Recipe,35 mins,10 mins,25 mins,2.0,Medium,"50 Gram Corn, boiled, 25 gram Tempura flour, 10 gram Nori sheet, chopped, 3 gram Salt, 10 gram Water, 2 gram Garlic, 50 gram Oil (to deep fry), 20 gram Tentsuyu",https://c.ndtvimg.com/corn-tempura_625x300_1530177316950.jpg
Assorted Rice Kheer Sushi Recipe,1 hr 35 mins,20 mins,1 hr 15 mins,8.0,Medium,"1 Cup Basmati Rice, soaked, 2 litre Milk, 1.5 cup Sugar, 2 tbsp Pistachio, 4 tbsp Almonds, chopped, 1 tsp Green Cardamoms(powdered), 1/2 tsp Saffron, 2 tbsp Rose Water, 2 tbsp Rose Petals (dried), 300 gram Dark Chocolate",https://i.ndtvimg.com/i/2017-10/sushi-desserts_620x330_71508135968.jpg
Crispy Shrimp Tempura with Jalapeno and Onion Salsa Recipe,35 mins,10 mins,25 mins,2.0,Medium,"Half sheet size of nori wrapper, 2 medium size shrimp, 15 gm chopped Jalapeno, 15 gm chopped onion, 10 gm iceberg lettuce, 100 gm sushi rice, 10 gm flying fish roe",https://www.ndtv.com/cooks/shrimp_330.jpg
Radish Soup with Tofu Miso Cream Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4.0,Medium,"2 Medium radishes, peeled, 1 stalk  spring onion with greens, 1 tbsp vegetable oil, 20 gms leeks (minced), 20 gms celery (minced), 1 tsp ginger, grated, 1/2 litre stock, 1/2  orange (juiced), 1 tbsp miso paste, large, 1 bunch spinach leaves, chopped, 1 tsp light soya sauce, For the Cream:, 50 gms tofu, 1 tsp miso (A Japanese seasoning), 1 tbsp honey, 1/2  orange (juiced), 1 tsp orange zest, A pinch of togarashi pepper (A Japenese condiment, you can substitute with red chilli pepper), Garnish:, Handful of bean sprouts",https://c.ndtvimg.com/2018-10/haggq8nc_soup_625x300_31_October_18.jpg
Ishi Yaki Recipe,1 hr 15 mins,15 mins,1 hr,1.0,Easy,"1/2 cup short grain rice, 1/4 cup spinach, 1/4 cup daikons (Japanese horse radish), 1 carrot, 1/4 cup seaweed, 2 shitake mushrooms, 1/4 cup soya sauce, 2 Tbsp Mirin (a condiment used in japanese cuisine. A type of rice wine), 2 Tbsp roasted sesame seeds",https://www.ndtv.com/cooks/images/ishiyaki.jpg
Miso Soup Recipe,25 mins,05 mins,20 mins,2.0,Easy,"2 Cups Water, 1  Vegetable stock cube, 2 Tbsp Miso paste, 6 cubes  Tofu, Handful of  Seaweed (or spinach)",https://i.ndtvimg.com/i/2018-02/miso-soup_620x350_61518594180.jpg
Yaki Soba Noodles Recipe,20 mins,20 mins,4,,,"5 prawns, Vegetables - optional, 100 gm soba noodles, 2 Tbsp oil, 2 Tbsp onion, 2 Tbsp chopped chillies, 2 Tbsp garlic, 2 Tbsp bean sprouts and shitake mushrooms, 1 egg, 3 Tbsp Soya sauce",https://www.ndtv.com/cooks/images/yakisoba%20-%20Copy.jpg
Korean Omelette Rolls Recipe,20 mins,10 mins,10 mins,2.0,Easy,"2 large eggs, 1/4 cup chopped onion, 1/4 cup chopped carrot, 1 tbsp milk, Salt, to taste, Black pepper, to taste, Oil, as required",https://c.ndtvimg.com/2024-02/c4oq1k3_rolls_625x300_23_February_24.jpg
Korean Vegetable Pancake Recipe,15 mins,10 mins,05 mins,1.0,Easy,"1  Onion (chopped), 1  Carrot (chopped), 1  Bell Pepper (chopped), 1/2  Potato (chopped), 1/2  Zucchini (chopped), 1/2  Sweet Potato (chopped), 5-6  Mushrooms, 3/4 cup All Purpose Flour, 1 tbsp Salt, 1 tbsp Red Chilli Flakes, 1 tsp Soy Sauce",https://c.ndtvimg.com/2022-07/ot7dhtpg_pancake_625x300_18_July_22.jpg
Buldak (Hot and Spicy Chicken) Recipe,1 hr 40 mins,10 mins,1 hr 30 mins,2.0,Medium,"For chicken:, 6 ((de-boned)/2  Chicken drum sticks/ Chicken breast, 2 tbsp Soy sauce, 1 tbsp Sugar, 1 tbsp Traditional corn syrup (substitution honey), 2  tbsp Cheong ju (clear rice wine similar to Japanese  sake), 1 stalk  Green onion, to taste Black pepper, As preference  Olive oil, As preference  Sesame seeds (optional), roasted, For marinating sauce:, 3 tbsp Gochugaru (red chili pepper flakes), 2  Alapenos, 1/2 cup Korean pear (substitution asian pear), 1/4  Onion, 3 tbsp Garlic, 2 tbsp Soy sauce, 1 tsp Spicy yellow mustard, 1 tbsp Sesame oil, 1 tbsp Sugar, 1 tbsp Mul yut (substitution honey)",https://i.ndtvimg.com/i/2018-04/chicken_620x330_81522925651.jpg
Saewoo Bokumbop (Shrimp Fried Rice) Recipe,45 mins,10 mins,35 mins,2.0,Medium,"2 Cup Cooked rice, 20-25 small Shrimp (de-veined, peeled, 1/4  Onion, 1/2 cup Cooked green peas, 2 roots  Green onion, 1-2  Egg (scrambled), 2-3 tbsp Vegetable oil/butter, 3-4 tbsp Soy sauce, 1 tsp Sesame oil, to taste Salt, to taste Pepper",https://i.ndtvimg.com/i/2018-04/korean_620x330_81522924149.jpg
Kimchi Recipe,4 hrs 15 mins 15 seconds,15 mins 15 seconds,4 hrs,6.0,Intermediate,"1 Kg Cabbage, 1 tbsp Salt, 2 tbsp Spring onions, finely chopped, 1 tbsp Garlic, finely chopped, 1 tbsp Ginger, finely chopped, 1 cup Soya sauce, 1 1/2 tsp Sugar, 1 cup White vinegar, 1 tbsp Chilli flakes, Sesame (til) oil",https://c.ndtvimg.com/2020-01/e4l8n4e8_kimchi_625x300_28_January_20.jpg
Chicken Tagine and Couscous Recipe,1 hr 15 mins,15 mins,1 hr,4.0,Easy,"For Chicken Tagine:, 6-7  Saffron threads, 1/2 litre Chicken stock, 4 tbsp Olive oil, 1  Onion, chopped, 1 tsp Ginger, chopped, 2 tsp Garlic flakes, 1/2 tsp Cumin powder, 1  Preserved lemon, 1 tbsp Parsley, chopped, 1  Free chicken (joined), For Couscous:, 500 gram Couscous, Salt, Pepper, 1/2 tsp Chilli powder, 1 small Pomegranate bowl, 2 tbsp Mint, chopped",https://www.ndtv.com/cooks/images/cous-cous-and-chicken-tagine_med.jpg
Ca Cang Kho Recipe,55 mins,15 mins,40 mins,2.0,Medium,"15 gms dice onion, 5 gms minced garlic, 30 gms fresh coriander, 15 gms spring onion, 200 gms sole fish slice, 5 gms dark soya sauce, 5 gms black pepper (crushed), roasted, 3 gms oyster sauce, 15 ml oil, 20 gms tempura flour",https://c.ndtvimg.com/2019-01/ctkd6bqo_ca-cang-kho_625x300_04_January_19.jpg
Nasi Goreng Recipe,55 mins,10 mins,45 mins,6.0,Easy,"1/2 Kg Long Grained Rice, boiled, 4-5 Tbsp Cooking Oil, 150 Gram Boneless Chicken (diced), 100 Gram Prawns (deshelled), 2 Small Onions , finely chopped, 4 Pieces Garlic, finely chopped, 4  Red Chillies (grounded), 4-5 Tbsp Sweet Soya Sauce, To taste Salt, To taste Pepper, For garnishing  Fried eggs",https://www.ndtv.com/cooks/images/nasi-goreng-final_med.jpg
Mexican Stuffed Bell Peppers Recipe,30 mins,15 mins,15 mins,4.0,Easy,"3-4 bell peppers, 1 tbsp oil, Pinch of salt, 1 cup cooked rice, 3/4 cup black beans, 1/2 cup chopped tomatoes, 1/2 cup chopped onions, 1 tsp red chilli powder, 1 tsp garlic powder, 1/2 tsp cumin, 1/4 cup mozzarella cheese, Coriander leaves, for garnish",https://i.ndtvimg.com/i/2016-04/marinated-bell-peppers_625x350_61460621298.jpg
Tandoori Chicken Burrito Recipe,10 mins,10 mins,2,,,"350 gms boneless chicken, cut into pieces, 1/4 cup yoghurt, 1 tsp tandoori masala, 1/2 tsp red chilli powder, 1/2 tsp haldi, 1/2 tsp coriander powder, Salt, to taste, 1 tsp lemon juice, Cooked rice, as required, onion, sliced, 1  tomato, sliced, Coriander leaves,, chopped, Lettuce, chopped, Tandoori sauce (optional)",https://c.ndtvimg.com/2023-07/j3l7ctlg_burrito_625x300_27_July_23.jpg
Mexican Fried Rice Recipe,25 mins,10 mins,15 mins,2.0,Easy,"2 Cup cooked rice, ½  cups rajma (red kidney beans), soaked, 1  green capsicum, finely sliced, 2 tomatoes or 2 tablespoon tomato puree/paste, 1  tomato, cut into cubes, 1 tbsp garlic, roughly chopped, 4 whole dried red chillies, soaked, 1 onion, roughly chopped, 1/2 cup corn, steamed, 2  spring onions, finely chopped, 1 tsp chilli flakes, 2 tbsp oil, Salt to taste, Grated cheese for garnish (optional)",https://i.ndtvimg.com/i/2016-08/mexican-rice_625x350_41471423088.jpg
Tandoori Chicken Tacos Recipe,35 mins,10 mins,25 mins,2.0,Easy,"2  chicken breasts, 2 tbsp tandoori masala, 4  tortilla wraps, 1/2 cup sour cream, Onions, as required, A handful of cilantro leaves, For the salsa:, 1 cup black beans, 1 cup red beans, 1  tomato, diced, 2  dry red chillies, 1  onion, diced, 2 tbsp olive oil, A pinch sugar, Salt to taste, Black pepper to taste, 1 tsp lemon juice",https://c.ndtvimg.com/2022-10/1ganondg_tacos_625x300_27_October_22.jpg
Corn Salsa Recipe,15 mins,10 mins,05 mins,2.0,Easy,"2 Cups corn kernels, steamed, 1  capsicum, finely chopped, 1/2 cup spring onion greens or 1 red onion, finely chopped, 2  green chillies, finely chopped, 2  garlic cloves, finely chopped, 1 tbsp coriander, finely chopped, 1 tbsp lime juice, 1 tsp chilli flakes, 1 tsp roasted cumin powder, 1 tsp pepper powder, 1 tbsp honey, 1 tbsp extra virgin olive oil, to taste Salt",https://i.ndtvimg.com/i/2017-09/corn-chaat_620x330_51506514720.jpg
Veggie Mushroom Tacos Recipe,20 mins,10 mins,10 mins,2.0,Easy,"3  capsicums, 350 Gram Mushrooms, sliced, 1  Onion, finely chopped, 1 Tbsp Olive oil, 1 tsp Ground cumin, 6 cloves of garlic, 1 tsp Black pepper, 1 tsp Dried oregano, 1 tsp Paprika/ chilli flakes, Salt to taste, 4-6  Taco shells, Sour cream, shredded lettuce/cabbage, salsa, avocado and lime (optional toppings)",https://c.ndtvimg.com/2022-10/1ganondg_tacos_625x300_27_October_22.jpg
Cheese Chipotle Paneer Quesadilla Recipe,25 mins,15 mins,10 mins,2.0,Easy,"90 gms  Paneer diced (marinated in chipotle adobo sauce), 2 tbsp  Chipotles in adobo sauce, 1 small  Yellow onion, thinly sliced, 3  Garlic cloves, minced, 1 tsp each  Oregano, cumin, paprika, sugar, 1/2 tsp  Salt, 1/2 tsp  Pepper powder, 15 gms  Diced tomatoes, 15 gms  Blanched corn, 15 gms  Red and yellow peppers, diced, 1 tsp  Cilantro, chopped, For avocado guacamole:, 2  Small avocados, 1/4 cup  Diced tomatoes, 1/4 cup  Lime juice, 1/4 cup  Fresh cilantro, 4-5  Pickled jalapeno slices, 2  Garlic cloves, minced (optional), 1/2 tsp  Salt, For quesadilla ingredients:, 10  Flour tortillas, 1 cup  Cheddar cheese, shredded, 1/2 cup  Italian cheese blend, 1 tbsp  Butter, salted",https://c.ndtvimg.com/2023-01/9i8imkq8_quesadilla_625x300_25_January_23.jpg
Burritos Mojados Recipe,20 mins,10 mins,10 mins,2.0,Easy,"For burrito:, 10 gm  Olive oil, 2 pinch of  Salt, 200 gm  Basmati rice, 100 gm  Mexican curry, 50 gm  Rajma, 50 gm  Black beans, 10 gm  Taco seasoning, 20 gm  Onion julienne, 25 gm  Bell pepper julienne, 100 gm  Tomato cheese sauce, 20 gm  Cheese, 10 gm  Orange cheddar, 10 gm  Butter, For burrito stuffing:, 0.5 gm  Chopped garlic, 20 gm  Diced bell pepper, 20 gm  Diced onion, 70 gm  Tomato sauce, 75 gm  Onion sauce, 10 gm  Taco seasoning",https://c.ndtvimg.com/2023-01/12v3ur88_burrito_625x300_25_January_23.jpg
Mexican Quinoa Salad Recipe,10 mins,05 mins,05 mins,1.0,Easy,"For the salad:, 20 gram Foxtail (boiled), 40 gram Quinoa (boiled), 40 gram Cucumber (diced), 40 gram Tomato (De-seeded and diced), 20 gram Kidney Beans (boiled), 15 gram Red Spinach Leaves (Flash Blanched), 15 gram Corn Kernels (Blanched), 40 gram Lettuce, 15 gram Pomegranate, 10 gram Sun-Dried Tomato, 10 gram Jalapenos, 5 gram Grated Processed Cheese, 1 gram Parsley Leaves (chopped), For Cilantro Lime Dressing:, 2.5 gram Lemon Juice, 1  Garlic (peeled), 30 gram Vinaigrette, 2 gram Cilantro",https://c.ndtvimg.com/2022-07/nskds3q8_mexican-salad_625x300_01_July_22.jpg
Mexican Chicken Rice Recipe,25 mins,10 mins,15 mins,1.0,Easy,"5-6  chicken pieces, 1 cups chicken broth, 1/2 cups rice, 1  carrot , chopped, 1  onion , chopped, 1  capsicum , chopped, 5  garlic pods, 1/4 cups cheese, 1 cups salsa, 1/2 tsp red chilli powder, 1/2 tsp pepper, Salt as per taste",https://c.ndtvimg.com/2022-04/05c3bkh8_mexican-chicken-rice_625x300_06_April_22.jpg
Chicken Tikka Burger Recipe,35 mins,15 mins,20 mins,2.0,Easy,"4  Boneless chicken breasts cut into ½ inch cubes, 4  Burger buns, Salt to taste, 1 tsp Kashmiri red chilli powder, 1 tbsp Lemon, 3 tbsp Hung yogurt, 1 tbsp Garlic paste, 1 tbsp Ginger paste, 1/2 tsp Garam masala powder, 1 tsp Mustard oil, 1 medium Onion, Butter as required, Mayonnaise, 2 tbsp Green chutney, 1 tbsp Oil, Lettuce leaves a few",https://c.ndtvimg.com/2021-02/vsm1te5_burger_625x300_16_February_21.jpg
Paneer Tacos Recipe,25 mins,10 mins,15 mins,2.0,Easy,"For Paneer Stuffing, 1 cup Cubed Paneer, 1  Red bell pepper, 1  Capsicum, 1  Yellow bell pepper, 2 tbsp Taco seasoning, 2 tbsp Lemon Juice, 2 tbsp Water to make a paste, Salt - adjust per taste, For Creamy Marinade, 1 cup Plain greek yogurt, 1/2 cup Chopped coriander, 2  Green chilies, 2 cloves  Garlic, Salt per taste, 12  Roti",https://c.ndtvimg.com/2021-09/10cgsus8_tacos_625x300_09_September_21.jpg
Hummus Beiruti Recipe,10 mins,10 mins,2,,,"500 gms chana kabuli, 100 gms tahina, 15 gms cooking soda, 30 gms garlic, 5 gram salt, Lemon salt, 3  Lemon, 50 ml olive oil, flat parsley, chopped, onion, chopped, chilli, chopped",https://c.ndtvimg.com/2020-08/e626v668_hummus_625x300_04_August_20.jpg
Phulka Tacos Recipe,20 mins,10 mins,10 mins,2.0,Easy,"For Kachumber Salad:, 1 tbsp onion (diced), 1 tbsp cucumber (diced), 1 tbsp green chilli, chopped, 1 tbsp tomato (diced), 1 tbsp fresh coriander, to taste lemon juice, 1/2 tsp salt, 1/2 tsp black pepper, 1/2 tsp chat masala, For Tacos Stuffing:, 2 tbsp olive oil, 1/2 tsp cumin seeds, 1 tbsp onion, chopped, 1 tbsp garlic, chopped, 2 tbsp tomato, chopped, 1 tsp green chilli, chopped, 5 tbsp rajma, boiled, 2 tbsp soya (crushed), to taste salt, to taste black pepper, 1/2 tsp red chilli powder, 1/2 tsp garam masala, 1/2 tsp cumin powder, 1 tbsp butter, unsalted, 1 tbsp french coriander, 2-3  Iceberg lettuce leaves, 2 tbsp cheddar cheese, For cheese sauce:, 3 tbsp cheddar cheese, 300 ml fresh cooking cream, 2 tbsp cheese, 1/2 tsp turmeric powder, to taste salt, to taste white pepper, For side (mix all):, Wafers, onion, sliced, White vinegar, Red chilli powder, coriander, chopped",https://c.ndtvimg.com/2020-07/rb3k87n_taco_625x300_30_July_20.jpg
