Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Gousse d' Ail (Mushroom on Toast) Recipe,35 mins,10 mins,25 mins,2,Medium,"400 gms button mushrooms, halved, 100 gms portobello mushroom, sliced, 100 gms dried porcini mushrooms, soaked and chopped, 40 gms dried morels, soaked and chopped, 8 cloves garlic, chopped, 50 gms onion, chopped, 2 Tbsp olive oil, 50 ml sherry, Salt to taste, Ground black pepper to taste, 5 ml truffle oil, 30 gms butter, 4 pieces of bread, sliced in half",https://www.ndtv.com/cooks/images/gousse-d-ail-330.jpg
Coq Au Vin (Chicken Braised in Wine) Recipe,50 mins,10 mins,40 mins,4,Medium,"For marination:, 1500 ml red wine (full body), 100 gms onion, sliced, 30 gms celery stalks, sliced, 100 gms carrot (sliced), peeled, 20  garlic cloves (flattened), peeled, 1 tsp whole black peppercorns, 2 tbsp olive oil, 4  Chicken halves (with bone and skin on), Cooking chicken:, 1 tbsp olive oil, 150 gms bacon slices (thick), 3 tbsp all purpose flour, 60 gms onion, chopped, 10  garlic cloves, chopped, 1 tsp thyme sprigs, chopped, 2 tsp parsley sprigs, 2 small bay leaves, 200 ml chicken stock, 50 gms butter, 150 gms button mushrooms",https://www.ndtv.com/cooks/images/coq-au-vin-01.jpg
Lobster Thermidor Recipe,50 mins,10 mins,40 mins,2,Medium,"2  live lobsters (500gms each), 150  unsalted butter, 100 gms mushrooms (trimmed), sliced, 2 tsp dijon mustard, to taste salt, to taste black pepper, 80 ml brandy, 250 ml heavy cream (scalded), 2 large egg yolks",https://www.ndtv.com/cooks/images/Lobster-Thermidor1.jpg
Coq Au Vin Recipe,1 hr 05 mins,20 mins,45 mins,5,Medium,"900 gm chicken leg w/o skin, 900 gm chicken breast w/o skin, 200 gm flour, 1/2 cup vegetable oil, 75 gm garlic cloves caramelized, 200 gm pearl onions peeled, 200 gm button mushrooms, 150 gm bacon lardons, 20 gm thyme sprigs, 2 cups red wine, 2 cups brown sauce / demi glace, 80 gm butter for sauce, 800 gm potatoes tournee, 30 gm parsley chopped, 80 gm butter for potatoes, 10 portions bread, Salt and pepper - to taste",https://www.ndtv.com/cooks/images/coq-au-vin-new.jpg
Algerienne Fish Recipe,25 mins,25 mins,N/A,N/A,N/A,"1/2 kg fish fillet, 1 lemon, juice, 6-8 parsley stalks, 1 green capsicum - sliced and blanched, 1 red capsicum - sliced, 1 Tbsp butter, 1 onion - chopped, 1 tsp garlic paste, 1/2 kg peeled, seeded tomatoes, 1 Tbsp chopped parsley, Salt and pepper",https://www.ndtv.com/cooks/images/Algerienne-Fish_med.jpg
Poisson Provencale Recipe,40 mins,15 mins,25 mins,2,Easy,"Red tuna fish, For marination:, Lemon, Salt, Black pepper, Mixed herbs (rosemary, thyme, and marjoram), For main preparation:, 1 Tbsp refined oil, 4 Tbsp chopped onions, 3 tsp roasted, peeled and de-seeded capsicum, 4 tsp chopped tomatoes, 1 tsp chopped garlic, 1 tsp chopped parsley, 1 pinch of mixed herbs, Marinated fish, 25 ml white wine, 1/2 cup of water, Salt to taste, pepper to taste",https://www.ndtv.com/cooks/images/Poisson-Provencale_med.jpg
Le Turinois (Chocolate Chestnut Cake) Recipe,1 hr 10 mins,10 mins,1 hr,4,Medium,"1 Kg Chestnut, to cover  Water, 350 ml Milk, 1 tsp Fennel seeds (toasted), 125 gram Butter, 125 gram Castor sugar, 250 gram Bitter chocolate, chopped, 1/2 tsp Vanilla essence, 1-2 tbsp Rum",https://i.ndtvimg.com/i/2017-11/chocolate-cake_620x350_61511599200.jpg
Hollandaise Sauce Recipe,30 mins,30 mins,2,N/A,N/A,"2 Tbsp white-wine or tarragon vinegar, Lemon juice, 4 Tbsp boiling water, 3 large egg yolks, 1/2 cup unsalted butter, 1/4 tsp cayenne, 1/2 tsp salt",https://www.ndtv.com/cooks/images/Hollandaise-sauce_med.jpg
Profiteroles Recipe,1 hr 15 mins,15 mins,1 hr,2,Difficult,"For choux pastry:, 125 ml water, 50 gm butter, 60 gm flour, 2 large eggs, For chocolate filling:, 125 gm chopped chocolate, 60 ml cream, 50 gm butter, 2 egg yolks, Rum to taste, For cream filling:, Chocolate sauce 275 ml water, 275 gm sugar, 1 heaped Tbsp cocoa, 75 gm chopped chocolate, 125 ml cream, 2 Tbsp butter",https://www.ndtv.com/cooks/images/Profiteroles-620.jpg
French Pea Soup Recipe,35 mins,10 mins,25 mins,N/A,N/A,"500 gm shelled peas, 1 onion, finely chopped, 2 1/2 cup vegetable or chicken stock, 1 Tbsp olive oil, 2 tsp fresh cream, Salt and pepper to taste",https://www.ndtv.com/cooks/images/French.Pea.Soup-620.jpg
Crepe Suzette Recipe,35 mins,05 mins,30 mins,4,Easy,"200 gms orange juice, Lemon, 1  star anise, 2  eggs, 2 tbsp fine sugar, 3 tbsp refined flour, 100 gms milk, 1 tbsp butter, Cinnamon powder",https://www.ndtv.com/cooks/images/crepe%20suzette-620.jpg
French Toast with Musk Melon Salad Recipe,35 mins,05 mins,30 mins,2,Easy,"For french toast:, 2  eggs, 2 tsp sugar, Vanilla essence (to flavour), 1 cup milk, 4 pcs bread, 50 gms butter, for garnishing honey, to taste frozen blue berries, For musk melon salad:, 1  musk melon, 250 gms red and green grapes, to taste frozen strawberries, to taste mint leaves, 50 gms walnuts, 1 tsp pumpkin seeds, Honey (to drizzle), 1 tsp olive oil",https://www.ndtv.com/cooks/images/French%20Toast%20with%20Musk%20Melon%20Salad.jpg
Tropical Parfait Recipe,10 mins,05 mins,05 mins,2,Easy,"Frozen yogurt, Fresh fruits, Museli, Almond cranberry crunch",https://www.ndtv.com/cooks/images/red-mango-tropical-parfait_med.jpg
Pate Maison Recipe,40 mins,40 mins,N/A,N/A,N/A,"250 gm chicken liver, 1 chopped onion, 1/2 tsp garlic paste, 1 bay leaf, 100 gm butter, Salt and pepper to taste, 1 Tbsp chopped garden herbs",https://www.ndtv.com/cooks/images/pate%20maison%20new_medium.jpg
Baked Banana Suzette Recipe,40 mins,10 mins,30 mins,2,Easy,"bananas, 150 gm sugar, 200 ml orange juice, 50 gm butter, 1 tbsp cinnamon, roasted, 1 Tbsp cardamon, For Garnishing:, Orange zest, Raisins, Pistachio, Brown sugar",https://i.ndtvimg.com/i/2017-12/baked-banana-suzette_620x330_61512984677.jpg
Vichyssoise Soup Recipe,55 mins,10 mins,45 mins,2,Easy,"30 gm butter, 200 gm onions, 200 gm potatoes, 200 gm leeks, 2-3 cups vegetable stock, 4-5 Tbsp cream, Salt - to taste, Pepper - to taste, Bacon - for garnishing",https://c.ndtvimg.com/2018-10/du0e6sq8_celery-soup_625x300_26_October_18.jpg
पीनट बटर फ्रेंच टोस्ट रेसिपी (Peanut butter french toast   Recipe),20 मिनट,10 मिनट,10 मिनट,2,आसान,"ब्रेड के 4 स्लाइस, 2  अंडे, 1/4  कप दूध, 1 टी स्पून वनीला एक्सट्रेक्ट, 1/2 टी स्पून दालचीनी, 2 टेबल स्पून पीनट बटर, 1 टेबल स्पून बटर",https://i.ndtvimg.com/i/2016-05/french-toast_625x350_51462529205.jpg
स्वीट एंड सेवरी फ्रेंच टोस्ट रेसिपी (Sweet And Savoury French Toast   Recipe),10 मिनट,05 मिनट,05 मिनट,4,आसान,"3  अंडे, 1/4 कप मिल्क, 8  ब्रेड स्लाइस, 2 टी स्पून चीनी, 1/2 टी स्पून नमक",https://c.ndtvimg.com/2022-07/b6ri986_french-toast_625x300_06_July_22.png
ब्लूबेरी मिल फूई रेसिपी (Blueberry mille feuille   Recipe),2 घंटे 10 मिनट,20 मिनट,1 घंटा 50 मिनट,2,आसान,"शॉर्टकेक बेस के लिए:, 400 ग्राम मैदा, 200 ग्राम कैस्टर शुगर, 2  अंडे, 300 ग्राम मक्खन, ब्लूबेरी क्रीम के लिए:, 200 ग्राम ताजी क्रीम, 300 ग्राम वाइट चॉकलेट, (जरूरत के मुताबिक)  ब्लूबेरी कॉम्पोट, 400 ग्राम विप्ड क्रीम",https://c.ndtvimg.com/2019-07/123tord_pav-bhaji_625x300_24_July_19.jpg
ट्राइकलर मैकरून्स रेसिपी (Tricolor macaroons   Recipe),2 घंटे,15 मिनट,1 घंटा 45 मिनट,2,मीडियम,"1 कप बादाम का आटा, 1.5 कप चीनी (पाउडर), 3  एग वाइट, 1/4 टी स्पून क्रीम आॅफ टार्टर, 3 टेबल स्पून वाइट शुगर, हरा फूड कलर, आॅरेंज फूड कलर, वाइट फूड कलर, क्रीम चीज़ फीलिंग बनाने के लिए:, 2 टेबल स्पून मक्खन, बिना नमक के, 100 ग्राम क्रीम चीज़, 1 कप पाउडर शुगर, 1 टी स्पून वनीला एक्स्ट्रैक्ट, 2 टी स्पून हैवी क्रीम",https://c.ndtvimg.com/2019-01/e37jpmvo_tt_625x300_25_January_19.jpg
रसबेरी मैकरून(ग्लूटन फ्री) रेसिपी (Raspberry macaron (gluten free)   Recipe),1 घंटा 50 मिनट,15 मिनट,1 घंटा 35 मिनट,2,मीडियम,"रसबेरी मैकरॉन बनाने के लिए:, 100 ग्राम बादाम पाउडर, 180 ग्राम आइसिंग शुगर, 100 ग्राम एग वाइट, 1/4 टी स्पून क्रीम आॅफ टार्टर, 35 ग्राम कैस्टर शुगर, कुछ बूंदें  पिंक जैल फूड कलर, रसबेरी फीलिंग बनाने के लिए:, 75 ग्राम क्रीम चीज, 3-4 टेबल स्पून रसबेरी फीलिंग",https://c.ndtvimg.com/2019-01/nl24mfcc_rr_625x300_11_January_19.jpg
फ्रेंच अनियन सूप रेसिपी (French onion soup   Recipe),1 घंटा 30 मिनट,30 मिनट,1 घंटा,4,मीडियम,"सूप बनाने के लिएः, 3 टेबल स्पून जैतून का तेल, 20 ग्राम मक्खन, 1/2 टी स्पून कैस्टर शुगर, 1/2 kg प्याज़, टुकड़ों में कटा हुआ, 5 कप वेजिटेबल स्टॉक, 4-5   मक्खन वाला टोस्ट, सूफ्ले बनाने के लिएः, 20 ग्राम मक्खन, 1 ½ कप मैदा, 2/3 कप गुनगुना दूध, 1/2 टी स्पून  फ्रेंच राई, स्वादानुसार नमक, स्वादानुसार काली मिर्च, 2  अंडों की पीली जर्दी, 4 टेबल स्पून चीज़, कद्दूकस, 1 टी स्पून ब्रेड का चूरा",https://i.ndtvimg.com/i/2017-11/french-onion-soup-recipe_620x330_51509521909.jpg
Prawns And Fish With Chimichurri Recipe,25 mins,15 mins,10 mins,2,Easy,"5 pcs Prawns with tail, 80 gms  River sole fish slice, 10 ml  Olive oil, For café de Paris butter:, 50 gms  Unsalted butter, 1/2 tsp  Dijon mustard, 1  Garlic clove, crushed, 10 gms  Finely chopped chives, 25 gms  Finely chopped parsley, A dash of   Worcestershire sauce, Lemon juice of half lemon, 10 gms  Grated parmesan cheese, to taste Salt and pepper, For chimichurri sauce:, 60 ml  Olive oil, 10 ml  Red wine vinegar, 40 gms  Chopped parsley, 3  Garlic cloves, finely chopped, 1 small  Red chili, deseeded and finely chopped, 1/2 tsp  Dry oregano, 1/2 tsp  Sea salt, 1/4 tsp  Freshly crushed black pepper",https://c.ndtvimg.com/2022-10/if0obrmo_prawn_625x300_03_October_22.jpg
Chicken Gyro Recipe,30 mins,10 mins,20 mins,2,Easy,"120 gm  Chicken thigh, 10 gm  Rosemary, 5 gm  Thyme, 25 gm  Paprika powder, 5 gm  Salt, 5 gm  Pepper, 100 gm  Hung curd, 25 gm  Cucumber, 20 gm  Mint, 5 gm  Salt, 5 gm  Pepper, 3 gm  Black olive, 25 gm  Iceberg, 20 gm  Jalapeno, 20 gm  Onion, 20 gm  Tomato, Pita bread for gyros:, 250 gm  Flour, 100 ml  Milk, 5 gm  Yeast, 5 gm  Salt, 20 gm  Sugar",https://c.ndtvimg.com/2022-10/idkc8l8g_chicken_625x300_03_October_22.jpg
Greek Honey Cake Recipe,55 mins,15 mins,40 mins,2,Easy,"100 ml  Honey, 50 ml  Water, 50 ml  Orange Juice, 60 gm  Sugar, 3  Eggs, 100 ml  Honey, 113 gm  Butter, 50 gm  Yogurt, 3 ml  Vanilla Essence, 3 ml  Almond Essence, 150 gm  Flour, 105 gm  Almond Flour, 10 gm  Orange Zest, 40 gm  Baking Powder",https://c.ndtvimg.com/2022-10/e183p3mo_cake_625x300_03_October_22.jpg
Tricolor Cheesecake Recipe,1 hr 35 mins,10 mins,1 hr 25 mins,2,Medium,"800 gms cream cheese, 500 gms icing sugar, 8 nos egg yolk, 15 gms corn flour, 15 gms refined flour, 200 gms fresh cream, Few drops of vanilla essence, 150 gms cookie crumbs, 75 gms butter",https://c.ndtvimg.com/2019-01/6894id8_cheesecake_625x300_22_January_19.jpg
No Bake Cheesecake Recipe,45 mins,15 mins,30 mins,10,Easy,"12  biscuits, 3  mangoes, 400 gms cream cheese, 1 cup castor sugar, 1/2 cup butter, melted, 1 tbsp gelatin",https://i.ndtvimg.com/i/2018-03/cheesecake_620x330_51521029644.jpg
Greek Style Pizza Recipe,35 mins,20 mins,15 mins,2,Easy,"For Pizza Base:, 1 cup Pizza Flour, 1/2 tsp Yeast, 1/2 tsp Salt, 1/5 cup Water, 1 tsp Sugar, 1 tbsp Olive Oil, For Pizza Topping:, 1/2 cup Pizza Sauce, 2/3 cup Pizza Cheese, 1/2 tsp Chilly Flakes, 1/2 tsp Fresh Oregano, 1/4  Avocado, 1/4 cup Zucchini Green/Yellow, 1/2  Bell Pepper Red/Yellow, 4  Mushrooms, 2  Black Olive, 2  Green Olive",https://www.ndtv.com/cooks/images/greek%20pizza.jpg
Medusa Recipe,15 mins,05 mins,10 mins,1,Easy,"Ingredients:, 60 ml of vodka, 20 ml of lime juice, 4 slices of fresh cucumber, 90 ml of apple Juice, 3 sprig of fennel, 4 sprig of coriander leaves",https://www.ndtv.com/cooks/images/medusa.jpg
Vegetarian Moussaka Recipe,1 hr 10 mins,10 mins,1 hr,4,Medium,"2 thinly sliced large eggplant/ brinjal, 1 tsp oil, 1/4 tsp salt, For the vegetable layer:, 50 gms baby corn, sliced, 50 gms chopped red capsicum, 100 gms mushrooms, sliced, 2 cloves of garlic, finely chopped, 1/2 tsp green chilli, chopped, 1/2 tsp celery stalk, finely chopped, 1 Tbsp refined flour, 1/2 cup milk, 1/2 tsp dried mixed herbs, 1 tsp oil, 1/4 tsp salt, For the tomato sauce:, 100 gms tomato concasse, 2 bay leaves, 1/2 tsp black peppercorn, 50 gms onions, chopped, 1 tsp garlic, chopped, 50 gms capsicum, de-seeded, cubed, 2 Tbsp tomato puree, 1/2 tsp dried oregano, 1 tsp olive oil, 1/4 tsp salt",https://www.ndtv.com/cooks/images/vegetarian%20moussaka.jpg
Greek Salad with Lemon Dressing Recipe,25 mins,05 mins,20 mins,4,Medium,"1 medium cucumber, peeled and cut into triangles, 2 medium tomatoes, cut into triangles, 2 medium onions, cut into quarters and layers separated, 1 small green capsicum, cut into triangles, 1 small yellow bell pepper, cut into triangles, 1 small red bell pepper, cut into triangles, 6-8 black olives, seeded, 20 gm feta cheese, cut into cubes, 5-6 lollo rosso lettuce, torn, For the dressing:, 2 Tbsp lemon juice, 1 tsp chopped fresh oregano, 1/2 Tbsp white wine vinegar, 1 tsp chopped garlic, Salt to taste, 1 tsp black pepper powder, 1 Tbsp olive oil, 2 Tbsp chopped fresh parsley",https://www.ndtv.com/cooks/images/Greek%20Salad%20with%20Lemon%20Dressing.jpg
Spinach Filo Pastry Recipe,1 hr,15 mins,45 mins,N/A,N/A,"2 packs of defrosted filo pastry, 1 egg, 1/2 cup milk, 1/2 tsp nutmeg, Salt and white pepper to taste, For the filling:, 1.5 cup chopped spinach, 3-4 Tbsp breadcrumbs, 2 Tbsp grated Emmental cheese, 4 Tbsp feta cheese or cottage cheese, 2 tsp pine kernels, 1 tsp chopped garlic, 1 tsp nutmeg powder, 2 Tbsp olive oil, Salt and pepper to taste",https://www.ndtv.com/cooksnew/images/recipebig/Spinachfilopastry.jpg
Blueberry Cheesecake Recipe,1 hr 10 mins,10 mins,1 hr,4,Intermediate,"2 Cups Cream cheese, 6 cups Whipped cream, 2 tbsp Gelatin, 3/4  Fresh milk, 4  Egg yolks, 1 cup Sugar, 2 tbsp Vanilla essence, 2 tbsp Lime juice, 1 cup Digestive biscuits (crushed), 3 tbsp Butter, melted, For the topping:, 1/2 cup Blueberry filling, 1 tbsp Gelatin, 2 cups Water",https://c.ndtvimg.com/2018-09/8i2ueuvo_cheesecake_625x300_26_September_18.jpg
Chicken Breast Stuffed with Spinach Recipe,1 hr,15 mins,45 mins,2,Medium,"2  Chicken breasts, 1 cup Spinach leaves (slightly steamed), 1 tsp Onion, chopped, Olive oil, A pinch of Nutmeg, 1 tsp Pink peppercorn, 1/2 cup Chicken stock, 20 ml White wine, 1/2 tsp Minced garlic, 3  Saffron threads, soaked, 1  Fresh rosemary sprigs, For seasoning  Salt and pepper",https://c.ndtvimg.com/2018-10/iic4ckbk_stuffed-chickne-breast_625x300_18_October_18.jpg
"Watermelon, Olive and Feta Salad Recipe",40 mins,10 mins,30 mins,4,Easy,"250 Gram Watermelon planks, 1 tsp Light soy sauce, 1 stalk  Spring onions, 6-7  Black olives, 50 gram Feta cheese, to taste Black salt, 1 tsp Parsley, chopped, 3-4  Cherry tomatoes, 2 tsp Pumpkin seeds, 1/2 tsp Chaat masala, 2 tsp Olive oil, 1/3 tsp Oregano leaves, A pinch of Lemon zest, 1 tsp Lemon juice, 1 tsp Sugar",https://c.ndtvimg.com/2019-06/f97asmmo_healthy-summer-diet-watermelon-salad_625x300_17_June_19.jpg
Moussaka Recipe,1 hr 10 mins,10 mins,1 hr,4,Easy,"For the Bolognese:, 1/2 kg minced meat, 2 Tbsp onions - chopped, 5 tomatoes - chopped, 1/2 cup dry white wine, 1 cinnamon stick, 5 cloves, 1/4 tsp nutmeg - ground, 2 Tbsp parsley - chopped, Salt, Pepper, For the eggplants:, 750 gm eggplants - cut in roundels and roasted, Olive oil, to brush, For the bechamel sauce:, 1/2 cup butter, 300 gm flour, 1 egg, 1 liter milk, 3-4 Tbsp Parmesan cheese, Salt, Nutmeg powder, a pinch, Other ingredients:, 1/2 cup Parmesan cheese - grated, 1 cup breadcrumbs, Olive oil to brush baking dish",https://www.ndtv.com/cooks/images/moussaka_med.jpg
